KEY	EN	JA	ZH
"15F4EE894672BAEA20E68181A3B43A18"	"If I were you, I would avoid that village like the plague for a while. But I think you and I are very different people."	"もし私があなただったら、しばらくの間、その村を疫病のように避けるでしょう。しかし、あなたと私は非常に異なる人々だと思います。"	"如果我是你的话，我会暂时像躲避瘟疫一样躲避那个村子。不过我想你和我非常不同。"
"E664DAD7407105BA155595A8A8FD53F4"	"If I’m not mistaken… we might have the same enemy. This sigil you have is from an mercenary group, an elite one, reserved only to obey orders of royals and their closest court."	"私が間違っていなければ…私たちは同じ敵を持っているかもしれません。あなたが持っているこの印は、傭兵グループからのものであり、王族とその最も近い宮廷の命令に従うためにのみ予約されています。"	"如果我没猜错的话……我们可能有一个共同的敌人。你拥有的这个印记来自一个雇佣兵团，一个精锐的雇佣兵团，专门负责服从皇室及其最亲近的宫廷的命令。"
"2B0C73CD4E05361A9DBA6293F84E738A"	"If Loxley starts causing trouble… well, it means something has gone very wrong."	"ロクスリーが問題を起こし始めたら…それは何かが非常に間違っていることを意味します。"	"如果洛克西开始惹事……嗯，这意味着出了大问题。"
"80C469C44DA5D9DFD3A39F84449AF459"	"If anything, Lord Ashbourne will be pleased by my industriousness! We’re bringing tourism to the Lowlands, and fueling the economy!"	"何よりも、アッシュボーン卿は私の勤勉さに満足するでしょう！私たちはローランドに観光をもたらし、経済を活性化しています！"	"无论如何，阿什伯恩大人都会为我的勤奋感到高兴！我们正在为低地带来旅游业，并为经济注入活力！"
"A223A45F476C867FE25B29A15D96339A"	"If anything, it’ll strengthen your alliance with them, especially if that sigil is linked to Ashbourne somehow. Trust me."	"もしそうなら、特にその印章がアッシュボーンに何らかの形で関連している場合、それは彼らとの同盟を強化するでしょう。私を信じてください。"	"这应该会加强你与他们的联盟，尤其是如果那个徽章与阿什伯恩有关的话。相信我。"
"51A77B03480844894F3C9797D45421B7"	"If anything, you should feel like less of a man for reacting like a lunatic. I’ll get the tusks for you."	"むしろ、あなたは狂人のように反応したことで、男らしさが欠けているように感じるべきです。私はあなたのために牙を取ってきます。"	"我更觉得比起一个普通人，你更像是一个疯子。我会帮你弄到獠牙的。"
"7BEB9AFC4274527650DCF794F699E94F"	"If he tries anything, we will go for his head."	"もし彼が何かしようとすれば、私たちは彼の首を狙います。"	"如果他敢做什么，我们就砍他的头。"
"9958F79F434EC24CC2A7DA87B1CC34A4"	"If it tastes as good as it smells, this dinner will be successful and the deal will be closed, finally. Thank you, please take this you did a great job."	"それが匂いと同じくらい美味しいなら、この夕食は成功し、ついに取引が成立するでしょう。ありがとう、あなたが素晴らしい仕事をしたのでこれを受け取ってください。"	"闻起来真不错，如果味道能与之媲美的话就是完美的晚餐了，交易也终将达成。谢谢你，请接受这个，你的表现太棒了。"
"374FCEF546344430E434A2B6A161CF6B"	"If it's quality goods you're after, you've come to the right place!"	"質の良い商品をお探しの場合は、ここに来て正解です！"	"如果你想要优质的商品，那你来对地方了！"
"C1FFA61144B3DF8BEC7971A0A0955B2C"	"If it's quality goods you're after, you've come to the right place!"	"質の良い商品をお探しの場合は、ここに来て正解です！"	"如果你想要优质的商品，那你来对地方了！"
"AD100D7044861F8650D5D8A5715EEEA0"	"If my hand happens to slip, and an arrow happens to hit a Brigand’s eye, it would be a terrible accident."	"もし私の手が滑って、矢が強盗の目に当たったら、それはひどい事故でしょう。"	"如果我的手碰巧滑了一下，一支箭碰巧射中了强盗的眼睛，那将是一场可怕的事故。"
"44774455483933DE40F0BA80DFA834F3"	"If she doesn’t get the money in the village, she may turn to bandits. Do you want to bring that into the village?"	"彼女が村でお金を得られない場合、彼女は盗賊に頼るかもしれません。あなたはそれを村に持ち込みたいですか？"	""
"AB52AC8D40420697265FB2806DAC5A4C"	"If the pay is right, I’m your man."	"報酬がよければ、私はあなたの味方です。"	"如果报酬合适，我就是你的人。"
"2473B976408462BD75CF3799BE0B7150"	"If the rest of the village has accepted you, that’s good enough for me. Let’s get to work."	"村の他の皆さんがあなたを受け入れてくれたのであれば、私もそれで十分です。さあ、仕事を始めましょう。"	"如果村里其他人都接受了你，那我也没问题。我们开始吧。"
"D161995B431E62A9816C498DB19D8495"	"If the rumors are true, most of them are deserters from the Queen’s guard, which would explain why they act more like an army than a bunch of ruffians."	"噂が本当なら、彼らのほとんどは女王の護衛から逃亡した者たちです。それが、彼らが一団のならず者というよりも軍隊のように行動する理由を説明しています。"	"如果传言是真的，他们中的大多数都是王后的卫兵叛逃者，这就能解释为什么他们更像一支军队，而不是一群流氓。"
"4AB987AE4AB362E2EE7AD5973E9D3124"	"If there’s anyone who can teach you about your sigil, it’s The Butcher. He was a major figure in the rebellion, and he’s still fighting the good fight all these years later."	"あなたの印章についてあなたに教えることができる人がいるとすれば、それは肉屋です。彼は反乱の主要人物であり、何年にもわたって善戦を続けています。"	"如果说有个人能告诉你关于印记的事情的话，那个人就是屠夫。他是叛乱中的一个重要人物，多年来他一直在为正义而战。"
"E69240F846D103153F944DA3F6C9D612"	"If there’s payment involved, yes."	"支払いがあれば、はい。"	""
"7D77B152444F0D14B6427C9902EBFF1B"	"If we trust too easily, we put ourselves in peril."	"私たちは安易に信頼すると、自分自身を危険にさらします。"	"如果我们太容易相信别人，我们会让自己陷入危险。"
"F2B4C2F145EA8CF66E1F85AB7E6D09F4"	"If we were to foster alliances closer to home, perhaps with other villages, or even with those who oppose the crown…"	"もし私たちがより近い場所で同盟を育むとしたら、おそらく他の村と、あるいは王冠に反対する人々とさえも…"	"如果我们能够与更近的地方结盟，比如其他村庄，甚至与那些反对王室的人结盟……"
"360FDAC14C234985DF09FFBFCA8B6B6F"	"If you bring me bronze ingots and logs, then I’ll give you the letter. Whaddya say?"	"あなたが私にブロンズインゴットと丸太を持ってきてくれれば、私はあなたに手紙を渡します。どうですか？"	"如果你给我带来青铜锭和木材，我就把信件给你怎么样？"
"D6EF65724DDCCAA404B3DC87807B5979"	"If you can bring me some, I’ll throw some gold your way."	"いくつか持ってきてくれるなら、あなたに金を投げます。"	"如果你能给我带一些，我会给你一些金币。"
"0603F5354AB82E1A95F76883AF0E3DE0"	"If you can bring me two quivers, that would be perfect. Thank you for lending a hand, it’s always appreciated."	"2つの矢筒を持ってきてくれると助かります。お手伝いいただきありがとうございます。いつも感謝しています。"	"如果你能给我带来两个箭袋，那就太好了。感谢你伸出援手，这总是令人感激的。"
"89BF97504DC3183AA82BDAB14FECE750"	"If you can bring us rabbit fur too, that would be very much appreciated. But we can’t expect you to do that every day. We want to be self-sufficient with our fur trapping."	"ウサギの毛皮も持ってきていただければ、とてもありがたいです。でも、毎日それを期待することはできません。私たちは毛皮の罠で自給自足したいと思っています。"	"如果你能给我们带来兔皮，那将不胜感激。但是我们不能指望你每天都这样做。我们希望在毛皮捕猎方面实现自给自足。"
"0C4F9D144929E3ECCBD466B0C9FF726A"	"If you can get at least five copper pieces, it would greatly help us out."	"もし5つ以上の銅の塊を手に入れることができれば、大いに助かります。"	"如果你能带来至少五块铜，那将对我们有很大帮助。"
"04C4873C447D8E75F3B1E8A0C49F9C64"	"If you can kill some of them and bring me a pelt as proof, I will prepare the tools for Dalibor in the meantime."	"あなたがそれらのいくつかを殺して証拠として皮を持ってきてくれれば、私はその間ダリボーの道具を用意します。"	"如果你能杀掉一些并带回它们的兽皮作为证明，同时我将为达利波尔准备工具。"
"C012C5FB4EFE0449014B1DB30E32DE9C"	"If you can kill some of them and bring me a pelt as proof, I will prepare the tools for Dalibor in the meantime."	"あなたがそれらのいくつかを殺して証拠として皮を持ってきてくれれば、私はその間ダリボーの道具を用意します。"	"如果你能杀掉一些并带回它们的兽皮作为证明，同时我将为达利波尔准备工具。"
"961FA28D43DB670A5155FCABE135A5C5"	"If you come across more, please share your discoveries."	"さらに見つけた場合は、発見を共有してください。"	"如果你遇到更多，请分享你的发现。"
"B3F4256448D9A08C221ACF8A16A44588"	"If you could bring us some delectable smoked meat, we would all appreciate it. My people deserve something nice after such a tough year."	"もしおいしいスモーク肉を持ってきてくれるなら、私たちは皆感謝します。私の民は、このような厳しい1年の後、何かおいしいものを食べるに値します。"	"如果你能给我们带一些美味的熏肉，我们都会感激不尽。在我的人经历如此艰难的一年后，他们应该得到一些美味的东西。"
"2F7258304D450624BD27E1BFDECF7019"	"If you could chip in with the last of the weapons I need, I’d very much appreciate it."	"必要な武器の最後を手伝ってくれたら、とても感謝します。"	"如果你能拿出我需要的最后一些武器，我会非常感激。"
"FB2DB21341A46E3C4B3620809F1F08B4"	"If you could chip in with the last of the weapons I need, I’d very much appreciate it."	"必要な武器の最後を手伝ってくれたら、とても感謝します。"	"如果你能拿出我需要的最后一些武器，我会非常感激。"
"D945A68147B0718A694366B678A3AAF5"	"If you could find spare clothes and sturdy shoes for them, it would be a tremendous help."	"予備の服と丈夫な靴を見つけていただければ、大変助かります。"	"如果你能为他们找到备用衣服和结实的鞋子，那将是一个巨大的帮助。"
"EA4616564BD63B9CF2624EA7F0378D6C"	"If you could gather a few bandages, it would be a tremendous help. We don't have any to spare at the moment."	"包帯を数個集めていただければ、大変助かります。今は予備がありません。"	"如果你能收集一些绷带，那将是一个巨大的帮助。我们现在没有多余的。"
"C04E0D984EB9A717028A3086DD151C26"	"If you do come across more, despite your… reservations, please let me know."	"あなたが…保留にもかかわらず、さらに見つけた場合は、お知らせください。"	"如果你确实遇到了更多，尽管你……有保留意见，也请告诉我。"
"539D9A034586C1365C891B81A1823D1B"	"If you do happen to hit something other than an animal, just make sure you’re not seen. Hypothetically."	"もし動物以外のものを撃つことになった場合、見られないようにしてください。仮にね。"	"如果假设你真的射中了人，请确保你没有被看见。"
"A885312F47624640DE9B6DA9DE0014DA"	"If you don't have them, then don't waste my time."	"それらを持っていないのなら、私の時間を無駄にしないでください。"	"如果你没有它们，那就别浪费我的时间。"
"A5EB34AB4D759E4887A3AF9EF501BC5E"	"If you don’t mind me asking, who did you vote for?"	"もしあなたが私に尋ねるのを気にしないなら、あなたは誰に投票しましたか？"	"如果你不介意我说问的话，你投票给谁了？"
"B0382D6F47174129A8525AAFB966B1DB"	"If you have any other questions, I’ll try to answer them honestly."	"他の質問があれば、正直に答えよう。"	"如果你还有其他问题，我会尽我所能诚实地回答。"
"6DE65A9E4352B42ED6EB748A8F7F8FB7"	"If you hold up your end of the deal, maybe I’ll tell you more."	"あなたが取引を守れば、もっと教えてあげましょう。"	"如果你履行你的那份协议，或许我会告诉你更多。"
"E353F457454FE49EF53D41836D8ED2B4"	"If you need anything, let me know. I’ll do my best to help."	"何か必要なものがあれば教えてください。お手伝いさせていただきます。"	"如果你需要什么请来找我.我会尽力而为."
"3544F2934957E4B6239A74B8960CB282"	"If you really want to help, let’s start with the people of Haerndean."	"本当に助けたいのであれば、ハーディーンの人々から始めましょう。"	"如果你真的想帮忙，那么就从黑恩登的人民开始吧。"
"55A5AF5844A794D5FA41498C138A4010"	"If you say so."	"そうであれば。"	"既然你这么说。"
"B8920876442594BAAC598C945C72B0BC"	"If you say so."	"そうであれば。"	"既然你这么说。"
"BB1A407D4F0B04A5234B579A5C4EA9F1"	"If you say so. <Fight>"	"そう言うなら。<戦う>"	"行吧。<我战斗>"
"9266A3C340BF69E9D4297A9A61B333EF"	"If you say so. Back to my other questions."	"そうおっしゃるなら。他の質問に戻りましょう。"	"这样啊。那回到我其他的问题。"
"CDC6883F49C22C37FE7159BECC393DBE"	"If you say so. Back to my other questions."	"そうおっしゃるなら。他の質問に戻りましょう。"	"这样啊。那回到我其他的问题。"
"FDF113D4469CDC59B9250790F1F222F2"	"If you say so. Back to my other questions."	"そうおっしゃるなら。他の質問に戻りましょう。"	"这样啊。那回到我其他的问题。"
"3E5A5C1E445854909090019B254759B9"	"If you say so. Be careful on those roads."	"そうおっしゃるなら。道中お気をつけて。"	"这样啊。那你路上小心。"
"74F602EC4A7CB1A2EAD254BB2792ADA5"	"If you say so. Thank you for your time."	"そうおっしゃるなら。お時間をいただき、ありがとうございました。"	"行吧。感谢您抽出宝贵时间。"
"8302AF0D48094408397082A8F48E225C"	"If you still want to help, take this pouch and deliver it to our Herbalist, Aleks Amanita. He’s the one that brews the booze."	"まだ手伝いたい場合は、この袋を持って私たちのハーバリスト、アレックス・アマニタに届けてください。彼は酒を醸造する人です。"	"如果你仍然想帮忙，拿着这个口袋，把它交给我们的草药师阿莱克斯·阿玛尼塔。他就是负责酿酒的人。"
"CE5F8EE649069D94C2A55A88A0DA8B0D"	"If you think it’s something worth investigating, then sure."	"あなたが調査する価値があると思うなら、もちろん。"	"如果你觉得这件事值得调查，那就放手去做吧。"
"80888A0247051DF03B64C0A48ABB1B50"	"If you tidy up your manners, I might consider helping you."	"あなたのマナーを磨けば、あなたを助けることを検討します。"	"如果你态度好一点，我可能会考虑帮助你。"
"97181E7644A03EDB9EE14499C8612947"	"If you want help, speak with the Elder."	"助けが必要なら、長老に相談してください。"	"如果你需要帮助，就和长老说话。"
"74E044C84DE33017AC20AC924F8FECF0"	"If you want me to help, I need you to be honest with me."	"あなたが私を助けてくれるなら、あなたは私に正直である必要があります。"	"如果你想让我帮忙，那就实话实说。"
"9A8D06C74028ABF9A19AB5833D12AC48"	"If you want the tools, then help me with the wolves. They’ve been attacking people who are simply trying to travel between villages."	"あなたが道具が欲しいなら、狼を手伝ってください。彼らは単に村から村へと移動しようとしている人々を攻撃しています。"	"如果你想要这些工具，就帮我对付那些狼。它们一直在攻击那些只是想在村庄间往返的人。"
"4647E000456424B06C3D05BB8BA8F1A4"	"If your new leader was so cruel, why would your peers be unhappy that you killed him?"	"あなたの新しいリーダーがそれほど残酷だったとしたら、なぜあなたの仲間はあなたが彼を殺したことを不満に思うのでしょうか？"	"如果你的新领导者如此残忍，为什么你的同伴会对你杀了他感到不高兴？"
"694666464354005F5D4414ABC848FE85"	"If your people were here first, then why are they not in charge of the Lowlands?"	"もしあなた方の民が最初にここにいたのなら、なぜローランドを支配していないのですか？"	"如果你们的人是最先来的，那他们为什么不掌管低地呢？"
"11BB834F455ECA07966EF789D62A3D2E"	"If you’re able to deliver us the flour, I’ll reward you with gold."	"あなたが私たちに小麦粉を届けてくれることができれば、私はあなたに金を報酬として与えます。"	"如果你能给我们送来面粉，我会用金币奖励你。"
"0F0C930B40299CA424CEDE882731110D"	"If you’re about to rattle off another fish legend, I swear…"	"またくだらない魚伝説を聞かされるなら、誓って…"	"如果你再敢说一个鱼类传说，我发誓……"
"A9E6D5934CA787B95E611886145D8088"	"If you’re actually a capable fighter, maybe you could stop feeling so damn sorry for yourself and actually help people."	"あなたが実際に有能な戦闘員であるなら、おそらくあなたは自分自身をそれほど気の毒に思うのをやめて、実際に人々を助けることができるでしょう。"	"如果你真的是个战斗好手，那你可以少些自怨自艾多动手干些实事，去帮助人们。"
"A1F7B4E845856F651B45A5BBD161F883"	"If you’re asking if she will be traveling with our clients - no, but she’s been a great help with the organization of our little endeavor."	"彼女が私たちのクライアントと一緒に旅行するかどうか尋ねているのであれば、いいえ、しかし彼女は私たちの小さな試みの組織に大いに役立っています。"	"如果你问她是否将与我们的客户同行——不，但她对我们的小组织会很有帮助。"
"562420C84E7B82E2229AC2BFE256C5F8"	"If you’re gonna give it to someone old, it could be dangerous, especially if they have a weak heart."	"あなたがそれを年配の人に与えるつもりなら、それは危険になる可能性があります、特に彼らが弱い心臓を持っている場合。"	"如果你要给一个老人，那可能是危险的，特别是如果他们心脏不好的话。"
"78D275434E7439137E0D8E9F9BED7230"	"If you’re so eager to do things for the village, I have one thing in mind. Our village hall, the heart of our community, lacks the luster it once had."	"あなたが村のために何かをしたいと熱望しているなら、私は一つのことを考えています。私たちの村の集会所、私たちのコミュニティの中心は、かつての輝きを失っています。"	"如果你想要帮助村庄的，我这里有件事。我们村公所，我们村子的心脏，已早已失去了昔日的辉煌。"
"6E8ACA8E4A63B7D818DA98914B63FF7B"	"If you’re trying to accuse me, you needn’t. I was in the woods walking my dog, without any weapons. So unless the guard was killed by a dog bite, it can’t have been me."	"あなたが私を非難しようとしているなら、必要ありません。私は武器を持たずに犬の散歩をしている森の中にいました。警備員が犬に噛まれて殺されたのでなければ、それは私ではないはずです。"	"如果你是想指责我，那就没必要了。我当时在树林里遛狗，并没有携带任何武器。所以除非那个卫兵是被狗咬死的，否则不可能是我。"
"82AF7A12447372325E5BEE8286A7AF72"	"If you’re trying to accuse me, you needn’t. I was in the woods walking my dog, without any weapons. So unless the guard was killed by a dog bite, it can’t have been me."	"あなたが私を非難しようとしているなら、必要ありません。私は武器を持たずに犬の散歩をしている森の中にいました。警備員が犬に噛まれて殺されたのでなければ、それは私ではないはずです。"	"如果你是想指责我，那就没必要了。我当时在树林里遛狗，并没有携带任何武器。所以除非那个卫兵是被狗咬死的，否则不可能是我。"
"DDBA172B4D65DDE310536686BE6B1840"	"If you’re walking into the wolf’s den, keep your eyes open, and have all the necessary weapons and armor for you and your comrades, if you decide to take them with you."	"狼の巣窟に足を踏み入れるなら、目を光らせて、あなたとあなたの仲間のために必要な武器と防具をすべて持っていってください。"	"如果你走进狼窝，睁大眼睛时刻注意，并为你和你决定带去的同伴装备好所有必要的武器和盔甲。"
"A476DA8B43BF97E63E37EABBC309F20D"	"If you’re worried about my well-being, then you should help me. I need traps and rabbit fur."	"私の健康を心配しているのなら、あなたは私を助けるべきです。私はトラップとウサギの毛皮が必要です。"	"如果你担心我的安危，那么你应该帮助我。我需要陷阱和兔皮。"
"5B696F5F4D739FE39B15DAA91969F372"	"If you’ve earned the trust of the Elder, then that’s good enough for me. I’m ready to align with you."	"あなたが長老の信頼を得ているのであれば、それで十分です。私はあなたと協力する用意があります。"	"如果你获得了长老的信任，那对我来说就足够了。我已准备好与你并肩作战。"
"05782B3942A97ECD44CA78A3EFD515DF"	"Igor"	"イーゴリ"	"伊戈尔"
"91C48E1648D272DFB13CB08272DB41E4"	"Igor"	"イーゴリ"	"伊戈尔"
"B3F6AB3A452DC4874B1D3E8620A0E6B1"	"Igor"	"イーゴリ"	"伊戈尔"
"B05AC4B74474393B1B551DA3D2DBAC27"	"Imagine being a commoner in the Lowlands, and you see Ashbourne strut around your land, untouchable. Surrounded by guards."	"ローランドの庶民であることを想像してみてください。そして、アッシュボーン卿があなたの土地を歩き回り、触れられないことを想像してみてください。警備員に囲まれています。"	"想象一下，你是一个生活在低地的平民，你看到阿什伯恩在你自己的土地上大摇大摆，周围都被肃清。还有卫兵保护。"
"A3C683E3492B308CE84378B4A982CB5F"	"Imka"	"インカ"	"伊姆卡"
"D3B651A847232CC1D490CDA52274991A"	"Impressive. Can you explain how the collaboration with the monarchy works?"	"素晴らしい。君主制との協力がどのように機能するか説明できますか？"	"令人印象深刻。您能解释一下与君主制的合作是如何运作的吗？"
"402C6D214855072E0CA43E9DBE97A2FB"	"Imprisoned"	"投獄"	""
"F7ECE9AF41F32B71C7888EAC9E04166B"	"In Bradford, my wife, Elara, and I found love and solace in my workshop. I have known her since I was a little boy and she is my best friend. I have nothing to tell about myself, about my story, because it’s here with her. She’s my whole world and inspiration for my craft."	"ブラッドフォードで、妻のエーララと私は工房で愛と慰めを見つけました。私は幼い頃から彼女を知っており、彼女は私の親友です。私自身や私の物語について語ることはありません。なぜなら、それはすべて彼女と一緒にいるからです。彼女は私のすべてであり、私の工芸のインスピレーションです。"	"在布拉德福德，我和我的妻子埃拉拉在我的工作室里找到了爱和慰藉。我从小的时侯就认识她了，她就是我的密友。我没有什么可说的关于我的事情，关于我的故事，因为它们都在她身上。她是我的整个世界也是我手艺的灵感源泉。"
"2017F81545E2666DBFEABCA651FFD4E2"	"In Memoriam"	"追悼"	"追思纪念"
"4518759D4A937D1281B2C090EB93F235"	"In fact, there is. We are near the yearly celebration of the Harvest, and some additional hands would be greatly appreciated."	"実は、あります。収穫祭が近づいており、人手が必要なのです。"	"实际上是有的，我们即将迎来一年一度的丰收庆典，额外的帮助将会受到非常感激和奖励。"
"BC3CD382483632D80E88C496A030A64E"	"In our small community, there’s always something to do."	"私たちの小さなコミュニティでは、いつも何かすることがあります。"	"在我们的小村里，总会有事情可做的。"
"5858BEEB41B343F2DE6350AF1EC59845"	"In the forest, nearby. Relatively common, so you shouldn't have too much trouble finding one."	"森の中、近くです。比較的一般的なので、見つけるのに苦労することはないでしょう。"	"在附近的森林里。相对来说很常见，所以你不应该有太多麻烦找到一个。"
"5C2DCB2340BE1BF3DFBF758C57665320"	"In the meantime, I’ll ask a guard to give her a warning."	"その間、私は警備員に彼女に警告を与えるように頼みます。"	"与此同时，我会请一名警卫给她一个警告。"
"A81A200A43BC5748F1FA558C5FD43003"	"In this hunting village, we're like a pack of wolves. We may fight and bicker, but when it comes down to it, we always have each other's backs... Anyway how can I help you?"	"この狩猟村では、私たちは狼の群れのようなものです。私たちは喧嘩したり言い争ったりするかもしれませんが、いざとなったら、私たちはいつもお互いの背中を守ります...ところで、どうすればお手伝いできますか？"	"在这个狩猎村庄里，我们就像一伙狼。我们可能会争吵和打闹，但当情况危急时，我们总是互相支持……那么，我能为您做什么呢？"
"533506314CD89A0224BCFEA19FC92F7E"	"In times like these, every act of kindness counts, no matter how small."	"このような時には、どんな小さな親切な行為でも重要です。"	"在这样的时代，每一个善举都很重要，无论大小。"
"BCABA06240C92C79EECC8195118A4CA1"	"Inclusive"	"包括的"	"包容"
"52EDF9FB49E5A37D957052A13135323D"	"Increase your carry capacity"	"運搬量が増加"	"增加你的负重上限"
"A0AC97944FB825D669AF2FBED1B4B63D"	"Increase your carry capacity"	"運搬量が増加"	"增加你的负重上限"
"E0C0533C40748ECBC5BA3081957BDAF0"	"Increase your carry capacity"	"運搬量が増加"	"增加你的负重上限"
"FC8B09284627C48528B661A9AAAB6272"	"Increase your carry capacity"	"運搬量が増加"	"增加你的负重上限"
"D7B539CA4BA40BCE232849BF8DFAE8EA"	"Increase your carry capacity."	"運搬量が増加"	"增加你的负重上限。"
"DE7A6A38401B227CB33C1E99BA816812"	"Increased damage against hunted animals"	"狩猟された動物に対するダメージが増加"	"对被狩猎过的动物的伤害增加"
"A7FAA67E420E514244CF07A26D837880"	"Increases Town Capacity by 6 Population by allowing villagers to live in your town. Requires food supply to keep villagers alive."	"村人があなたの町に住むことを許可することで、町の収容人数を6人増やします。村人を生かすためには食料の供給が必要です。"	"通过允许村民居住在你的城镇，增加城镇容量6个人口。需要食物和水的供应来维持村民的生命。"
"76D46D8741A586680C797B81F2A00E39"	"Increases the maximum number of mercs you can command at a time to 10"	"一度に指揮できる傭兵の最大数を10に増加"	"将你一次可以指挥的最大佣兵数量增加到10人"
"E8E313174CF667EE84D684862AAD66A1"	"Increases the maximum number of mercs you can command at a time to 15"	"一度に指揮できる傭兵の最大数を15に増加"	"将你一次可以指挥的最大佣兵数量增加到15人"
"EEB6B3FB4160C981AFAB52945846C760"	"Increases the maximum number of mercs you can command at a time to 25"	"一度に指揮できる傭兵の最大数を25に増加"	"将你一次可以指挥的最大佣兵数量增加到25人"
"E4BD29E8431E4194268A52A63EEBA7EC"	"Increases the maximum number of mercs you can command at a time to 35"	"一度に指揮できる傭兵の最大数を35に増加"	"将你一次可以指挥的最大佣兵数量增加到35人"
"78A688D14C7E5A1B32D06884CE792BDA"	"Increases the maximum number of mercs you can command at a time to 5"	"一度に指揮できる傭兵の最大数を5に増加"	"将你一次可以指挥的最大佣兵数量增加到5人"
"26CE12404F5F405DC5EC7BA261681B10"	"Increases town storage capacity by 20 slots. Losing a Granary or access to it by losing a Town Tower will destroy the resources it was storing!"	"町の保管容量を 20 スロット増やします。穀倉を失ったり、町の塔を失ってアクセスできなくなったりすると、保管されていた資源が破壊されます！"	"增加城镇存储容量 20 格。失去谷仓，或因失去城镇塔楼而无法进入谷仓时，将摧毁其所储存的资源！"
"D80CB22642E1DC1BAB241B8C9E51514D"	"Indeed I have."	"確かに持っています。"	"我确实做到了。"
"F45AB51740A0D97F756180BC28FA1488"	"Indeed it is. But seriously, if the guild catches wind that you're onto something big, they'll try to muscle in. They like to keep a tight line on anything that smells of profit."	"確かにそうです。しかし、真剣に、ギルドがあなたが何か大きなことに気づいていることを察知したら、彼らは介入しようとするでしょう。彼らは利益の匂いがするものは何でも厳しく管理するのが好きです。"	"确实如此。但说真的，如果公会发现你发现了什么大东西，他们会试图插手。他们喜欢对任何有盈利气息的东西保持严格控制。"
"B255F31940DA01B685FD0FB960A4FC2C"	"Indeed, I do wish it were that harmless. Best keep your wits about you, there might be more to this than meets the eye."	"確かに、私はそれが無害であることを望みます。あなたの機転を利かせてください。目に見えるもの以上のものがあるかもしれません。"	"确实，我希望这事没有那么严重。最好保持警觉，事情可能没有看起来那么简单。"
"C31DCAC84994F2AF467578982755E318"	"Indeed, indeed. Let's hope cooler heads prevail. But you know how these things go. Once tempers flare, it's hard to rein them back in."	"確かに、確かに。冷静な判断が下されることを願っています。しかし、あなたもご存知のように、このようなことは起こります。一度感情が高ぶると、それを抑えるのは難しいのです。"	"确实，确实。希望冷静的头脑占上风。但你知道事情的走向。一旦脾气暴躁，就很难控制他们了。"
"FED650E6485B157A188DF6AB1B3079F8"	"Indeed, it has."	"確かに、そうです。"	"确实如此。"
"F132D56447CF07CA4224CFB1539CC6FD"	"Indeed, it's a possibility."	"確かに、可能性があります。"	"确实有这种可能性。"
"F763D9964F502565304A47814D9205AD"	"Indeed, my young pal, that’s everything. Thank you so much for your help."	"確かに、私の若い仲間、それはすべてです。あなたの助けにとても感謝しています。"	"正是如此，我的年轻朋友，真的是太感激了。非常感谢你的帮助。"
"5ED379CF4C76E1D51A4C1AA06B615B90"	"Indeed, the fallen peers shall be avenged and Blackridgepool freed. Our belltower needs to be rebuilt even better and sturdier to show the Brigands that we are not afraid no matter what they will throw at us."	"確かに、倒れた仲間は復讐され、ブラックリッジプールは解放されるでしょう。強盗が何を投げつけようとも、我々は恐れていないことを示すために、私たちの鐘楼はさらに良く、より頑丈に再建される必要があります。"	"的确，堕落的同伴将得到报复，黑岭泊将获得解放。我们的钟楼需要重建得更好、更坚固，以向强盗们表明，无论他们向我们投掷什么，我们都不害怕。"
"BABE2D7E4291F82DF7479C9B75A484D3"	"Indeed, the feud between Farnworth and Bradford over hunting grounds is a tale as old as time. You see, Farnworth specializes in exporting leather and fur, while Bradford focuses on bones and meat."	"確かに、狩猟場をめぐるファーンワースとブラッドフォードの確執は、時が経つにつれて古い話です。ファーンワースは皮革と毛皮の輸出を専門としていますが、ブラッドフォードは骨と肉に焦点を当てています。"	"的确，法恩沃斯和布拉德福德之间关于狩猎场的争斗是一个古老的故事。你看，法恩沃斯专门出口皮革和猪皮，而布拉德福德专注于骨头和肉。"
"6A64F8C947D5B9BDF1762E9CCC83D150"	"Indeed, the price of liberty is eternal vigilance. Our oppressors will not take kindly to this affront. They will send reclamation parties, determined to seize back what we've so fiercely claimed."	"確かに、自由の代償は永遠の警戒です。私たちの抑圧者はこの侮辱を快く思わないでしょう。彼らは、私たちが激しく主張してきたものを奪い返すことを決意して、奪還隊を送るでしょう。"	"的确，自由的代价是永远的警惕。我们的压迫者不会轻易放过这种侮辱。他们将派出征服队伍，决心夺回属于我们的东西。"
"72B7A8024F73981802480F99498E5467"	"Indeed, you seem to be more of a danger to yourself!"	"確かに、あなたは自分自身にとってより危険な存在のようです！"	"是的，你看起来更像是在让自己陷入危险！"
"DCEF2868418B11095D735093AD066A8A"	"Indeed, your kindness and support has inspired us all. You've become a beacon of hope in these challenging times. You will always be welcome here."	"確かに、あなたの優しさとサポートは私たち全員にインスピレーションを与えてくれました。あなたはこれらの困難な時代に希望の灯台になりました。あなたはいつでもここに歓迎されます。"	"的确，你的善意和支持激励了我们所有人。在这些充满挑战的时刻，你已经成为希望的灯塔。你将永远受到欢迎。"
"917FC5E94CD4EDD2755F1E869F022AA7"	"Indeed."	"確かに。"	"确实如此。"
