KEY	EN	JA	ZH
"58488F064584DC9785A48284F7901CCA"	"Normally, I’d say there’s lots of reasons someone might be bleeding, it doesn’t have to be sinister."	"보통은 누군가가 피를 흘리는 데는 여러 가지 이유가 있다고 말씀드리고 싶습니다. 그것이 불길한 징조일 필요는 없습니다."	"通常情况下，我会说一个人流血可能有很多原因，并不一定是邪恶的。"
"D114C50C490300E97A0DDA94D840DE63"	"Norse Sword"	"노르드 검"	"北欧剑"
"B649EB834789803004B79BAED9123702"	"Northern Descent"	"북부 출신"	"北方后裔"
"022E9D624E256BEBB6691E81D806B677"	"Northon"	"노손"	"诺顿"
"83A7FBC0435098FAF965C8B13228DD08"	"Norwell"	"노웰"	"诺威尔"
"73A2ADB04F272970A03F02B36A04F551"	"Not a ghost, anyway. But I promise Haerndean can finally sleep in peace."	"어쨌든 유령은 아니에요. 하지만 하에른딘이 마침내 평안히 잠들 수 있을 거라고 약속드립니다."	"反正不是鬼。我保证黑恩登终于可以安然睡眠了。"
"057CAC1B4C542A64D665D09983610F2D"	"Not a half minute later, two Brigands came and wanted the same but for free, as usual."	"반나절도 지나지 않아, 두 명의 산적이 와서 늘 그렇듯이 무료로 같은 것을 요구했습니다."	"不到半分钟后，两个强盗来了，他们也想要同样的东西，但像往常一样零元购。"
"B70B16474FE4492D7BB0049B8FF98213"	"Not at all! Even though they tax us ludicrously high amounts, at least they keep the bandits away. Sometimes, at least."	"전혀! 그들이 우리에게 엄청나게 높은 세금을 부과하더라도, 적어도 산적들은 막아줍니다. 적어도 가끔은요."	"一点也不！尽管他们向我们征收高额税金，但至少他们能赶走强盗。至少有时是这样。"
"BD236B304EAACA004470CB88F5AAFD86"	"Not dead yet"	"아직 죽지 않음"	"还没死"
"8B1B03CB472489CFEE5644A77F654BE1"	"Not edible, but a useful material for crafting and building. Can be picked up as pebbles or mined from rocks with pickaxe."	"먹을 수는 없지만, 제작과 건축에 유용한 재료입니다. 자갈을 주우거나 곡괭이로 바위에서 채굴할 수 있습니다."	"不可食用，但却是制作和建造的有用材料。可以作为鹅卵石拾取或用镐从岩石中开采。"
"3CAF26084163E7EA597D718E8782BC79"	"Not exactly… I’ll go speak with him first."	"정확히는 아니에요… 저는 먼저 그와 이야기를 나누러 갈게요."	"不尽然……我还是先去和他说说吧。"
"CB3F8E2A4FEA5F51B100A3A8EF27F85D"	"Not great, not terrible. Due to our cooperation with Lord Ashbourne, they don’t harass us."	"별로 좋지도 않고, 끔찍하지도 않습니다. 애쉬본 경과 협력 덕분에 그들은 우리를 괴롭히지 않습니다."	"不好也不坏。由于我们与领主的合作，他们没有骚扰我们，"
"8C5C9C7148510ECE6FC20DBCA5167A7B"	"Not if you want to retrieve your sword. You need to invest in yourself, you know?"	"당신의 검을 되찾고 싶다면 그렇지 않아요. 당신 자신에게 투자해야 해요, 알죠?"	"如果你想取回你的剑，那就不是这样。你需要投资自己，明白吗？"
"6C5643264E748794FE5DEC8C3AF5F5E4"	"Not if you’re incapable of it. We need those shovels to ensure our survival. It's a serious matter, and the stakes are too high to take this lightly."	"그러지 못한다면 안 됩니다. 우리는 살아남기 위해 그 삽이 필요합니다. 심각한 문제이고, 이걸 가볍게 여길 수는 없습니다."	"如果你无能为力，那就另当别论。我们需要那些铲子来确保我们的生存。这是一件严肃的事情，风险太高，不能掉以轻心。"
"49D5F90E4E8CE587F0DBD39D2B4666D9"	"Not much, I'm afraid. Just trying to survive out here on the streets. It's a hard life, but I manage somehow. Would you be able to spare some change to help me get by?"	"죄송하지만 별로 없습니다. 이 거리에서 살아남으려고 노력하고 있습니다. 힘든 삶이지만 어떻게든 살아가고 있습니다. 살아남는 데 도움이 될 만한 돈을 좀 내주실 수 있나요?"	"恐怕没多少。只是想在这里的街道上生存下去。生活很艰难，但我设法活了下来。你能否施舍一些零钱来帮助我度过难关？"
"A845E79F47FFF946550525876541855F"	"Not my problem, mate. 100 coins or no tools."	"제 문제가 아닙니다. 100골드 아니면 도구는 안 줍니다."	"这不是我的问题，伙计。100 枚金币要不然就没有。"
"4BC0777648BB10AAD27BFF88ED698DC1"	"Not now, maybe later."	"지금은 안 돼요. 나중에요."	"现在不行，可能以后吧。"
"8C361A4D405E9DAE5C3FFABFB1260879"	"Not quite. I’m aiming to raid their hunting grounds, not start a war."	"그렇지 않습니다. 전쟁을 일으키려는 것이 아니라 그들의 사냥터를 습격하려고 합니다."	"不完全。我打算突袭他们的狩猎地，而不是开启一场战争。"
"2F7B81A34645EA2077454287A88B33FD"	"Not right now sorry."	"지금은 안 됩니다. 죄송합니다."	"现在不行，抱歉。"
"07F3F4FD426097B18CDDC1A500E3AB3C"	"Not right now, sorry."	"지금은 아닙니다, 미안합니다."	"现在不行，抱歉。"
"16E3733947BA14997FE17B8CAA9AA955"	"Not right now, sorry."	"지금은 아닙니다, 미안합니다."	"现在不行，抱歉。"
"6A44F2E2489C76D41A6FD7B9D7EF0F20"	"Not right now, sorry."	"지금은 아닙니다, 미안합니다."	"现在不行，抱歉。"
"B4F98003441D7FBEA71D478B14D65831"	"Not right now, sorry."	"지금은 아닙니다, 미안합니다."	"现在不行，抱歉。"
"F1AAC67A412978459C1DAAB70A0B847F"	"Not right now, sorry."	"지금은 아닙니다, 미안합니다."	"现在不行，抱歉。"
"7C3C4C964CE8629DAC5629A29E0AB012"	"Not right now."	"지금은 아닙니다."	"现在不行。"
"DDF22E264FF6700D342A6EA0DD20FF6C"	"Not so loud. But yeah, I am The Butcher… and you are?"	"그렇게 크게 말하지 마세요. 그래, 저는 도살자입니다… 당신은요?"	"不要那么大声。但是的，我是屠夫……你是谁？"
"2DAB30A14EDF0531826EE8B956334203"	"Not that it bothers me. Most of them are locked up, while I’m out here actually making a difference with you."	"그게 제게 상관이 되는 건 아니에요. 그들 대부분은 감옥에 갇혀 있고, 저는 당신과 함께 실제로 변화를 만들고 있습니다."	"这并不困扰我。他们大多数都被关起来了，而我在这里和你一起真正地改变着。"
"EC7C261C41B8CAC07B23D3B855F18A41"	"Not that it’s any of your business, but I voted for Hans Atwood. He was the only person brave enough to question Elder Sten once things started getting worse."	"당신에게는 상관없는 일이겠지만, 저는 한스 앳우드에게 투표했습니다. 상황이 악화되기 시작했을 때 장로 스텐에게 의문을 제기할 만큼 용기 있는 사람은 그뿐이었습니다."	"与你无关，但我是投票给汉斯·阿特伍德。当事情开始变得更糟时，他是唯一敢质疑斯坦长老的人。"
"339F7F5C450F54BA90F8D4AB37D4DF6A"	"Not the best place to hide, is it? Planning on becoming a local scarecrow or something?"	"숨기기에는 최고의 장소가 아닌 것 같네요. 지역 허수아비가 되실 계획이신가요?"	"这隐蔽的地方选得不怎么样，是吧？你是打算做当地的稻草人还是怎么的？"
"FB1BECD7433DD8ED568D9CA9A1AE9FBD"	"Not the first time those wolves have caused trouble. I'm low on the right herbs, though. If you can get them, I can make the medicine."	"그 늑대들이 문제를 일으킨 건 처음이 아닙니다. 하지만 제게는 약초가 부족합니다. 가져다주실 수 있다면 약을 만들 수 있습니다."	"不是第一次发生狼捣乱的事了。不过，我需要的草药不够。如果你能取来，我就能配药。"
"E898334B48D8B9AF617A95A91D96A751"	"Not this time Amelie."	"이번에는 안 돼, 아멜리."	"这次不行，艾梅莉。"
"42C35AA04C0324F57D113583FCD1A298"	"Not this time sorry."	"이번에는 죄송합니다."	"这次不行，抱歉。"
"51E678F340BC4C84DF9616B48F4DEE1E"	"Not this time. Farwell."	"이번에는 안 됩니다. 안녕히 가세요."	"这次就算了。告辞。"
"9E7871C74AC8260C2D72E9897826555A"	"Not to mention, your father wouldn’t want you killing a man in cold blood before any kind of trial…"	"게다가, 당신 아버지는 당신이 재판도 없이 사람을 냉혈하게 죽이는 것을 원하지 않으실 겁니다…"	"更别说你的父亲不会希望你不加审判就冷血杀死一个人..."
"9E8DF10A4B1104CA998B29AFA3679088"	"Not today. There’s other things I need to tend to."	"오늘은 안 됩니다. 해야 할 다른 일이 있어요."	"今天不行。还有其他事情需要我处理。"
"F36034B34983B621B869C7B6EBE65B1C"	"Not trustworthy."	"신뢰할 수 없음"	"不可信。"
"DD7BAC1149C8A82875EE81A0928B2C27"	"Not unless you’ve been to Whisterfield recently. I’m not from Karvenia."	"최근에 휘스터필드에 가셨다면 모르겠지만, 저는 카베니아 출신이 아닙니다."	"除非你最近去过惠斯特菲尔德。我不是卡文尼亚的人。"
"CA0E4CEB4452BABEDF4C4099C6C39A23"	"Not unlocked"	"잠금 해제되지 않음"	"未解锁"
"FA7579784824E8087FB096A1A349AE61"	"Not well, unfortunately. I found a dead body in the woods. You live in the area, did you see anything suspicious?"	"안타깝게도 잘 모르겠습니다. 숲에서 시체를 발견했습니다. 당신은 그 지역에 살고 있는데, 의심스러운 것을 보셨나요?"	"不幸的是，情况不太好。我在树林里发现了一具尸体。你住在附近，你看到什么可疑的事情了吗？"
"02963562462ACD7AE962F9BBA3311211"	"Not yet discovered"	"아직 발견되지 않음"	"未被发现"
"C54F98AA49BEE7154B916DAD47A5BCEE"	"Not yet, I will be back in no time."	"아직 아닙니다. 금방 돌아올게요."	"还没完成，我很快就回来。"
"60BC659042BC8C94625B9EAF49DB9059"	"Not yet, I’ll go see him."	"아직은 아닙니다. 그를 만나러 가겠습니다."	"还没有，我这就去找他。"
"3AEB31F44AF7685724FC5F842D47D591"	"Not yet, I’m still looking."	"아직이요. 아직 찾고 있어요."	"还没有，我还在找。"
"9A2065AD45B8D571B3A209802D46D980"	"Not yet, I’m still working on it."	"아직은 아닙니다. 아직 작업 중입니다."	"还没完成，我还在努力。"
"802B8E8D4B7B25BCFC134CB9B586B7D5"	"Not yet, be patient."	"아직이요. 참을성 있으세요."	"还没，耐心点。"
"FBAAFF6147B66E2730C8A8A2B609CB87"	"Not yet, i told you to ask me tomorrow."	"아직이에요. 내일 다시 물어보라고 했잖아요."	"还没有，我告诉你明天再问我。"
"9BF657054441087FEAF90B9EBC6508ED"	"Not yet, still working on it."	"아직 아닙니다. 아직 작업 중입니다."	"还没，仍在工作中。"
"F52D09D14EF7B5E340A11C96A7885AB2"	"Not yet, still working on it."	"아직 아닙니다. 아직 작업 중입니다."	"还没，仍在工作中。"
"7A7E7CF44543AC2A8E99918FC41C8E80"	"Not yet, thankfully. But we've seen their numbers growing."	"아직은 다행히도 그렇지 않습니다. 하지만 그들의 수가 늘어나는 것을 보았습니다."	"还没有，谢天谢地。但我们已经看到他们的数量在增长。"
"6C109DDF409DD1EAD20977A10C71FAED"	"Not yet, traveler. But if you continue to help those of us in need, we will respond in kind."	"아직은 아니에요, 여행자여. 하지만 당신이 계속해서 도움이 필요한 우리를 도와준다면, 우리도 당신에게 보답하겠습니다."	"还不行，旅行者。但如果你继续帮助我们这些有需要的人，我们也会回报你。"
"2946B2FB49A8C29F8D95A1A91F8C9BE7"	"Not yet."	"아직요."	"还没有。"
"3236B83446CC053CC002799E0D4A7B3E"	"Not yet."	"아직요."	"还没有。"
"3CC8BA93492FF412DA1C9C892429A7F9"	"Not yet."	"아직요."	"还没有。"
"4612D07144EB6B5F7F1B12BD47EE0562"	"Not yet."	"아직요."	"还没有。"
"4E10D5FD4799295B0DDD1187240DCF09"	"Not yet."	"아직요."	"还没有。"
"5A1F3DCE457B6058EB1FF6AD78DC9BB4"	"Not yet."	"아직요."	"还没有。"
"5CCF16A8405B8E35182889A771A9ECD6"	"Not yet."	"아직요."	"还没有。"
"6A18305848DF277801452E9CF46D7EC4"	"Not yet."	"아직요."	"还没有。"
"6B4C5AB04963159E250A8B82D543D9F4"	"Not yet."	"아직요."	"还没有。"
"8144BF7E40E868404BCF6792319ABB89"	"Not yet."	"아직요."	"还没有。"
"984AB4AA436087FF94115EA4CCD6B85B"	"Not yet."	"아직요."	"还没有。"
"9E8CC47343460D44241AFAB1D3DFDFB9"	"Not yet."	"아직요."	"还没有。"
"9F1593AE4C4A49A7488A5CAFE0F2C3AB"	"Not yet."	"아직요."	"还没有。"
"ACFF9C8440350B5CDFABE793757E7A90"	"Not yet."	"아직요."	"还没有。"
"CE43C48240CA10613DA816858120D474"	"Not yet."	"아직요."	"还没有。"
"E110CFB0490C6BE55A8067A5BE1CDF6E"	"Not yet."	"아직요."	"还没有。"
"EA285E5F4369590ADAC7D596A6AE3C5D"	"Not yet."	"아직요."	"还没有。"
"F7BA032C4D12234C99C2BFA13A539078"	"Not yet."	"아직요."	"还没有。"
"FE9D22914D9CEFC7129C3AB9E85F45E6"	"Not yet."	"아직요."	"还没有。"
"E5E806E44ACD131F1B372498F960BD91"	"Not yet. I need more time."	"아직 아닙니다. 시간이 더 필요합니다."	"还没有。我还需要更多时间。"
"8EA8871144EA25B79465C38AFA27C19E"	"Not yet. I’m still working on it."	"아직 아닙니다. 아직 작업 중입니다."	"还没有，我还在进行中。"
"3318DB5A40CE701E1E5D41BE41E6FEB9"	"Not yet. I’m working on it."	"아직 아닙니다. 작업 중입니다."	"还没。我在努力。"
"D8CF9B984805646F1299A38145B92036"	"Not yet. I’m working on it."	"아직 아닙니다. 작업 중입니다."	"还没。我在努力。"
"DE8BC9E84D19BB3702436BA671551D52"	"Not yet. Remember that we still need to fortify, Ashbourne will not give up Blackridgepool easily."	"아직 아닙니다. 우리는 아직 요새화가 필요합니다. 애쉬본은 블랙릿지풀을 쉽게 포기하지 않을 것입니다."	"还没有. 记住我们仍然需要加固防御，阿什伯恩不会轻易放弃黑岭泊。"
"CA788E2E4CE0BE03F89F1687383DD580"	"Not yet. Still working on it."	"아직은 아닙니다. 아직 작업 중입니다."	"还没，仍在进行中。"
"FA86DAB547B5FB928C59CE907AAC0F3C"	"Not yet. Still working on it."	"아직은 아닙니다. 아직 작업 중입니다."	"还没，仍在进行中。"
"85F94C94485450C0388D3499DDEE3E71"	"Note near the dead body"	"시체 근처의 메모"	"死尸旁的纸条"
"CF747DCD4DFABF85AD26B588AC8C6CDC"	"Nothing comes to mind. Check with me tomorrow."	"지금은 생각이 나지 않습니다. 내일 다시 와보세요."	"没什么印象.明天再来问我吧."
"334EB414432E8EB8E1B5B09D9312B849"	"Nothing important."	"중요한 건 아닙니다."	"没什么重要的。"
"6728BC6E4D74D22914C4F0A96470EF43"	"Nothing more?"	"다른 건 없나요?"	"没了？"
"075AFF1B4EE56F24F82663AFE546E052"	"Nothing that could interest you."	"당신이 관심 있을 만한 건 아무것도 없습니다."	"没什么能引起你兴趣的。"
"D389791547ACC92B9F03A18476DC3078"	"Nothing worth telling."	"말할 만한 게 없습니다."	"没什么值得说的。"
"272907AD4DBE0EA7E60B4BA068535FDD"	"Nothing you can do young pup, so get lost."	"어린애야, 할 수 있는 게 없으니 꺼져."	"小毛孩，你无能为力，所以滚开。"
"948D7B93410118FCB0C05B8775E6AA3E"	"Nothing, I'm just passing by."	"아무것도 아니에요. 그냥 지나가다 들른 거예요."	"没什么，我就是路过."
"32FC9448445CA9C9708CB5A67ACA7979"	"Nothing, I’m just passing by."	"아무것도 아니에요. 그냥 지나가다 들른 거예요."	"没什么，我只是路过而已。"
"2636917049A5C2F6A465F9B2B6EFF071"	"Nothing, because the second person started walking to the door! I hid around the corner of the house so I wouldn’t get caught. But I caught a glimpse of the person."	"아무것도 못 봤습니다. 왜냐면 두 번째 사람이 문으로 걸어가기 시작했거든요! 잡히지 않으려고 집 구석에 숨었지만, 그 사람을 잠깐 보았습니다."	"什么也没看到，因为第二个人开始朝门口走去！我躲到房子拐角处才没有被他发现。但我瞥到了那个人。"
"4D9E57014EDFF15179451BA2DA198190"	"Nothing. I'm Sorry."	"죄송합니다. 아무것도 모릅니다."	"没什么。我很抱歉。"
"B3BEF59D4576CBFE9A67D9B4A528EBFA"	"Nothing. Nothing at all. Back to my other questions."	"아무것도 아닙니다. 아무것도 아닙니다. 다른 질문으로 돌아가죠."	"没有，没有。还是回到我的问题。"
"7E3E49B7428A8F74AA6D84B4E686620A"	"Nothing. What about you?"	"아무것도 없어. 너는?"	"没什么。您呢？"
"A224E7B14BD54ED738D98E93608C01AA"	"Notice of raised taxes"	"세금 인상 공지"	"税率调高通知"
"74AEFDAE4C1EA30A3F671B98312272AB"	"Notifications"	"알림"	"通知"
"C66EA82D4164188CED4E4392B36C535D"	"Notifications"	"알림"	"通知"
"4B3F8E03410A3F662001AC9547AC7061"	"Novice"	"초보자"	"新手"
"0A8B06E54461C164F58BC3B9272C4307"	"Now I need to get back to work with this caravan. Check in with me tomorrow, maybe I’ll have a few more odd jobs around the place for you."	"이제 캐러밴 일을 다시 해야겠어요. 내일 다시 오세요. 아마도 몇 가지 더 이상한 일이 있을 거예요."	"现在我需要回到这个商车工作了。明天再来找我，也许我这里还有几件零工给你做。"
"FB9F0DAD4B1C923DB7AE008A36E39993"	"Now I’m standing here and don’t know what to do…"	"지금은 여기에 서서 무슨 일을 해야 할지 모르겠습니다…"	"现在我站在这里，不知道该怎么办了……"
"02F9D22647691D42492CCBAC4275671C"	"Now at long last I can trade my sunflowers to the Padstow settlement without fear of bandits!"	"이제 마침내 산적을 두려워하지 않고 패드스토우 정착지에 해바라기를 거래할 수 있게 되었습니다!"	"如今我终于可以放心地将向日葵贸易到帕德斯托定居点，不用再担心强盗的威胁了！"
"3F72B16145A7DA91435202A44BEC97EA"	"Now at long last I can trade my sunflowers to the Padstow settlement without fear of bandits!"	"이제 마침내 산적을 두려워하지 않고 패드스토우 정착지에 해바라기를 거래할 수 있게 되었습니다!"	"如今我终于可以放心地将向日葵贸易到帕德斯托定居点，不用再担心强盗的威胁了！"
"E2DD827E4B7290D0466BB5A34A1934F2"	"Now at long last I can trade my sunflowers to the Padstow settlement without fear of bandits!"	"이제 마침내 산적을 두려워하지 않고 패드스토우 정착지에 해바라기를 거래할 수 있게 되었습니다!"	"如今我终于可以放心地将向日葵贸易到帕德斯托定居点，不用再担心强盗的威胁了！"
"02DEEE3945DF98E2DCD86F81E75B23FD"	"Now can you please help me with those tusks?"	"이제 엄니를 찾는 데 도움을 주실 수 있나요?"	"现在请你帮我弄那些野猪獠牙可以吗？"
"9C6D27F24C3EEB1D905411B2EE784C8C"	"Now is produced by"	"현재 생산 중"	"当前由以下建筑生产"
"B9F8643846FF09E47014EE99E7E56894"	"Now is used by"	"현재 사용 중"	"现在被使用者"
"640F7611432D03D6CE0792A9FA06CDF4"	"Now please I need to get to work. Visit me tomorrow and we can finally deliver this grain where it’s needed."	"이제 저는 일을 해야겠습니다. 내일 다시 오세요. 그때서야 이 곡물을 필요한 곳에 배달할 수 있을 겁니다."	"现在我要开始工作了。明天再来找我，我们终于可以把这批粮食送到需要的地方了。"
"3C3B2DCC42EFA1ADBF2669BFB4ECEC98"	"Now please choose what you want in return."	"이제 보상을 고르세요."	"现在请你选择你想要什么作为回报。"
"8699DE19453CAD6D6E19BB973EB178CF"	"Now please, choose your reward."	"이제 보상을 선택하세요."	"现在，请你选择你的奖励。"
"F8D70FEE437CBF0B1198A2AE126B4BD3"	"Now step aside before I lose my patience."	"지금 바로 물러서지 않으면 참을성을 잃을 겁니다."	"在我失去耐心之前给我让开。"
"00E34E544A9BB185C68C5A9B994EF06E"	"Now that you mention it, it did feel like something of an let down. There was so much enthusiasm about Hans running for election, and then all that hope just… shattered."	"그렇게 말씀하시니, 실망스러운 일이었던 것 같습니다. 한스가 선거에 출마하자 열의가 많았는데, 그 모든 희망이 그저… 산산조각이 났죠."	"说到这个，这事儿的确感觉很扫兴。大家对于汉斯竞选都充满了热情，然后所有希望都……破灭了。"
"5EDC3CE84C3D7DCDF9462785D24AEF70"	"Now that's a significant piece of information. This could indeed shed light on how their culture and beliefs were shaped."	"이제야 중요한 정보를 얻었습니다. 이게 그들의 문화와 신념이 어떻게 형성되었는지에 빛을 비출 수 있습니다."	"这可是一个重要的信息。这确实对发现他们的文化和信仰是如何形成的有很大的帮助。"
"9A5608C741F553772F0718B93DDA2B21"	"Now, I ain't one for spreading tales, but there's been a few who claim to have come across their gathering spot deep in the marshes. And let me tell you, those who go poking around in their business tend not to come back, leaving behind nothing but whispers and a sense of unease."	"저는 소문을 퍼뜨리는 사람은 아니지만, 늪지대 깊숙한 곳에서 그들의 모임 장소를 우연히 발견했다고 주장하는 사람들이 몇 명 있었습니다. 그리고 말씀드리자면, 그들의 일에 간섭하는 사람들은 돌아오지 않는 경향이 있는데, 뒤에는 속삭임과 불안감만 남깁니다."	"我并不是喜欢传播流言蜚语的人，但有少数人声称曾在沼泽深处发现了他们的聚集地。让我告诉你，那些到处打听他们的事情的人往往不会回来，只留下一些传言和不安的氛围。"
"47550427491B679D5F86D6BF91D01B1A"	"Now, be gone, I have a brew to prepare."	"이제 가세요. 제가 준비해야 할 술이 있습니다."	"现在，走开，我要开始开工了."
"81639B594B21966E5D32769B6AAC7314"	"Now, can we talk? I have a few questions for you."	"자, 이야기할 수 있나요? 몇 가지 질문이 있습니다."	"现在，我们可以谈谈了吗？我有一些问题要问你。"
"17C8D82E469B17FB0D5138944F48968B"	"Now, can ye’ help me with my cow?"	"이제, 제 소를 도와주실 수 있나요?"	"现在，你能帮帮我的牛吗？"
"7944B4D44BA46DA5ADC58C8084CB31D1"	"Now, if you don’t mind, I have a hunt to prepare for."	"이제, 불편하지 않으시다면, 저는 사냥을 준비해야 합니다."	"如果你不介意的话，我得去准备狩猎了。"
"EBB95115446B226313398AAC9CC76860"	"Now, it's turned into a whole mess with both sides arguing their case."	"이제는 양측이 자신의 주장을 펼치며 완전히 엉망이 되었습니다."	"这件事演变成了一团糟，双方都在争论自己的主张。"
"7BFCE4514E687407BD3629940377A9F7"	"Now, we’re talking. You’re not so bad after all!"	"이제 말이 되네요. 당신도 그렇게 나쁘지 않은 것 같군요!"	"现在我们终于可以谈谈了。你没那么糟糕！"
"A11457F644C4067D2D0715B5D36D7C98"	"Npc Skill:"	"NPC 기술:"	"Npc技能："
"45CB7EFD48CD5473659DDA8D4D32A491"	"Nutrition:"	"영양:"	"营养："
"78C0656B42598AF47AACDCA38FE4D1B1"	"Nutrition:"	"영양:"	"营养："
"4E1E191B4C0DB788E9B74D867A59AC11"	"Nutritious and doesn't spoil too fast."	"영양가 있고 너무 빨리 상하지 않는다."	"营养丰富且不易变质。"
"B8965953428CE74BE2465C831FD7AEA7"	"Nycolas"	"니콜라스"	"尼古拉斯"
"5A18E6F140DD85A1633E0FB576D349B0"	"OK"	"확인"	"好的"
"904328F345FA70E08BC387A6A2159E12"	"OK"	"확인"	"好的"
"DD03AA514216ED4DCD251D955404D09F"	"OK"	"확인"	"好的"
"4C00B50349F9C58AAC89499C6E1E5B45"	"Objectives"	"목표"	"目标"
"BC89EA5A4D4C022B6DC890B4C64BE936"	"Obsidian Canister"	"흑요석 용기"	"黑曜石罐"
"57885AB94FF6F0004F7F4B94B8F06845"	"Obviously. I don’t carry a bow for the aesthetic. I started learning from my mum when I was young. It’s a useful skill."	"물론이죠. 저는 미관을 위해 활을 가지고 다니는 게 아니에요. 어릴 때부터 엄마한테 배우기 시작했어요. 유용한 기술이죠."	"显然。我并不是为了美观才带弓的。我小时候就开始向我妈妈学习。这是一项有用的技能。"
"D858BA4C47DF641A2757748ECC9A4282"	"Occupation"	"직업"	"职业"
"CF7108F24A3E0A080EE3B4984A9EBD33"	"Occupied<cf>Transporters"	"점유된<cf>운송업자"	"被占用的<cf>运输兵"
"B573FEF64471063C8AAD789C15C5B2A1"	"Odger"	"오저"	"奥德格"
"E82ADDC843DFF658BED7519E2E6B7AC2"	"Odinel"	"오디넬"	"奥迪内尔"
"B39A16BB4511026D2BC3A9BD36D3263B"	"Odo"	"오도"	"奥多"
"20F0AA1D47C4E1D029E430ACFDF25298"	"Odouart"	"오두아르"	"奥杜阿尔"
"C64826174E284779D8A0798E2D43E60B"	"Oenus"	"오이너스"	"厄努斯"
"F45D8593442AEDCA9560418683B5459F"	"Of course not. My mind is as sharp as ever."	"물론이죠. 제 정신은 예전만큼 날카롭습니다."	"当然没有。我的头脑依然敏锐。"
"FA43E1DC4E618A7E69AB5E97438773A3"	"Of course they did. The thing is, the Brigands lost. Ran home with their tails between their legs."	"물론이죠. 사실 산적들이 졌어요. 꼬리를 물고 집으로 달아났죠."	"当然他们做到了。问题是，强盗输了。夹着尾巴逃回了家。"
"094AEED946A509369005ACAF9ED440ED"	"Of course! I was born in Bradford. I’m trying to take rule over this village. I know I can provide a bright future for Bradford and stop Farnworth’s people from stealing our hunting lands. Soon you might have a chance to vote for me in the Elders election for Bradford."	"물론이죠! 저는 브래드포드에서 태어났습니다. 이 마을을 통치하려고 노력하고 있습니다. 브래드포드에 밝은 미래를 제공하고 파른워스 사람들이 우리 사냥터를 훔치는 것을 막을 수 있다는 걸 알고 있습니다. 곧 브래드포드 장로 선거에서 저에게 투표할 기회가 생길 수도 있습니다."	"当然！我生于布拉德福德。我正试图统治这个村落。我知道我能为布拉德福德带来光明的未来，阻止法恩沃斯的人夺走我们的狩猎地。不久你可能就有机会在布拉德福德长老选举中为我投票。"
"0A13BF474E8BEC4BCC79B390EE6290E9"	"Of course, Dalibor. I'd be happy to help. What herbs do you need?"	"물론이지, 달리보르. 도와드릴게요. 어떤 약초가 필요하세요?"	"当然，达利波尔。我很乐意帮忙。你需要什么草药？"
"8525D15342DC201DE255589D03C6604C"	"Of course, I did. Didn’t think I’d fail, did you?"	"물론이죠. 제가 실패할 거라고 생각하셨나요?"	"当然，我成功了。你该不会以为我会失败吧？"
"900B9ED042F7C2A4A511F3A745F24E31"	"Of course, I promise."	"물론입니다. 약속합니다."	"当然，我保证。"
"F30298B7499438FB9C24FDA8AE248AED"	"Of course, I refused! I’ve told them before, I’m a damn carpenter! My field is woodwork, not metal!"	"물론이죠, 저는 거절했습니다! 저는 그들에게 전에 말했어요. 저는 빌어먹을 목수라고요! 제 분야는 목공이지 금속이 아니라고요!"	"当然，我拒绝了！我以前就告诉过他们，他妈的是个木匠！我的领域是木工，不是金属！"
"2752D16F4B661EE7DEC04BADBFD38885"	"Of course, I understand. Good tools take time and effort to procure. Just know that this task is of great importance to us."	"물론입니다. 좋은 도구를 구하는 데는 시간과 노력이 필요합니다. 이 임무가 우리에게 매우 중요하다는 것을 알아주세요."	"当然，我理解。好的工具需要时间和精力。这个任务对我们来说非常重要。"
"C567260043FF9294D712BCBAC29A9469"	"Of course, I’ll deliver it to them personally. Here, your pay."	"물론입니다. 제가 직접 농부들에게 배달하겠습니다. 여기, 당신의 급여입니다."	"当然，我会亲自把它送到他们那里。这是你的报酬。"
"8583D7684DA754BD03F272B394230D8F"	"Of course, I’ll do that."	"물론이죠, 그렇게 하겠습니다."	"当然，我会去做的。"
"B47650E54D9F2997BB70C2BB18A586E0"	"Of course, I’m not surprised no one could tell you directly."	"물론이죠. 아무도 당신에게 직접 말하지 않은 것도 놀랍지 않아요."	"当然，我并不惊讶没有人能直接告诉你。"
"0971999546DDD573E035B9B5C845D67D"	"Of course, besides gratitude from the people from Padstow, we’ll have a nice and thick bag of coins waiting for you on your return."	"물론이죠. 패드스토우 사람들의 감사 외에도 돌아오시면 꽤 두꺼운 주머니가 기다리고 있을 겁니다."	"除了帕德斯托人的感激，我们还会在你回来时为你准备一大袋金币。"
"BE4B530E41D11B9B3AA9079CBF774EF8"	"Of course, come back later if you have time for me. Maybe, if my luck pulls through, your help won’t be needed."	"물론이죠. 시간이 있으시면 나중에 다시 오세요. 제 운이 좋다면 당신의 도움이 필요 없을 수도 있습니다."	"当然，如果你有时间的话，以后再来。也许，如果我的运气来了，你就不需要帮忙了。"
